Feedback_ID,Parent_Feedback,Sentiment_Label,Submission_Date,School_ID
780,The teachers are very supportive and my child loves going to school.,Positive,2025-06-08,1005
781,My child feels anxious about going to school due to peer pressure.,Negative,2025-06-02,1002
782,Communication about school events is poor and confusing.,Negative,2025-05-16,1005
783,The parent-teacher meetings are too short and rushed.,Negative,2025-06-17,1004
784,The staff is always friendly and helpful.,Positive,2025-01-08,1001
785,My child feels anxious about going to school due to peer pressure.,Negative,2025-03-31,1002
786,My child struggles with the math curriculum and needs more support.,Negative,2025-04-13,1005
787,My child has made many friends and enjoys group activities.,Positive,2025-02-10,1005
788,The administration is slow to respond to parent concerns.,Negative,2025-04-14,1004
789,The administration is slow to respond to parent concerns.,Negative,2025-01-24,1003
790,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-03-15,1002
791,The staff is always friendly and helpful.,Positive,2025-04-21,1003
792,My child has made many friends and enjoys group activities.,Positive,2025-06-22,1005
793,The school’s open house was informative and well-organized.,Positive,2025-05-01,1003
794,The school’s holiday events are fun for the whole family.,Positive,2025-04-08,1004
795,The school nurse is attentive and caring.,Positive,2025-01-30,1003
796,The teachers are very supportive and my child loves going to school.,Positive,2025-04-04,1005
797,The school library has a great selection of books.,Positive,2025-04-19,1004
798,I feel that parent involvement is not encouraged enough.,Negative,2025-01-28,1001
799,The cafeteria food quality needs improvement.,Negative,2025-01-03,1003
800,The school environment is welcoming and inclusive.,Positive,2025-03-30,1003
801,My child has made many friends and enjoys group activities.,Positive,2025-04-19,1002
802,The sports facilities are not well maintained.,Negative,2025-03-21,1002
803,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-02-02,1003
804,The school library has a great selection of books.,Positive,2025-01-28,1003
805,My child struggles with the math curriculum and needs more support.,Negative,2025-02-02,1001
806,The school nurse is attentive and caring.,Positive,2025-02-01,1001
807,The sports facilities are excellent.,Positive,2025-06-04,1001
808,The teachers make learning fun and interactive.,Positive,2025-06-03,1002
809,The after-school programs are excellent and very engaging.,Positive,2025-01-12,1004
810,My child’s classroom is too noisy and distracting.,Negative,2025-01-03,1004
811,Teachers respond quickly to my concerns and emails.,Positive,2025-02-15,1002
812,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-04-21,1002
813,My child feels anxious about going to school due to peer pressure.,Negative,2025-05-06,1005
814,My child’s reading skills have improved a lot this year.,Positive,2025-04-21,1002
815,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-01-02,1005
816,There are not enough resources for special needs students.,Negative,2025-02-27,1004
817,The teachers make learning fun and interactive.,Positive,2025-04-18,1003
818,I appreciate the regular updates on my child’s progress.,Positive,2025-01-11,1003
819,The homework load is overwhelming for my child.,Negative,2025-02-26,1003
820,The school environment is welcoming and inclusive.,Positive,2025-03-20,1002
821,There is a lack of communication between teachers and parents.,Negative,2025-04-26,1005
822,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-06-09,1005
823,There are not enough resources for special needs students.,Negative,2025-01-25,1004
824,Teachers respond quickly to my concerns and emails.,Positive,2025-05-29,1005
825,The school encourages creativity and independent thinking.,Positive,2025-06-22,1004
826,My child feels safe and enjoys the extracurricular activities.,Positive,2025-03-17,1003
827,The cafeteria food quality needs improvement.,Negative,2025-05-06,1005
828,Teachers encourage students to ask questions and be curious.,Positive,2025-06-26,1004
829,My child’s reading skills have improved a lot this year.,Positive,2025-04-19,1003
830,The school encourages creativity and independent thinking.,Positive,2025-01-24,1001
831,The school does not address bullying issues effectively.,Negative,2025-01-23,1001
832,The parent-teacher meetings are too short and rushed.,Negative,2025-06-12,1003
833,The administration is slow to respond to parent concerns.,Negative,2025-01-30,1005
834,The school does not provide enough support for students who are struggling academically.,Negative,2025-06-01,1004
835,I am dissatisfied with the way discipline issues are handled.,Negative,2025-06-06,1005
836,The administration is slow to respond to parent concerns.,Negative,2025-02-01,1003
837,There is too much emphasis on standardized testing.,Negative,2025-04-17,1005
838,The after-school programs are excellent and very engaging.,Positive,2025-05-16,1005
839,My child’s reading skills have improved a lot this year.,Positive,2025-02-27,1002
840,The school’s holiday events are fun for the whole family.,Positive,2025-02-07,1005
841,The principal is approachable and listens to parents’ concerns.,Positive,2025-04-17,1004
842,The school bus is often late and unreliable.,Negative,2025-05-07,1005
843,The school does not offer enough field trips or outdoor activities.,Negative,2025-04-12,1002
844,I appreciate the regular updates on my child’s progress.,Positive,2025-03-30,1005
845,The school environment is welcoming and inclusive.,Positive,2025-06-09,1005
846,The cafeteria food quality needs improvement.,Negative,2025-02-04,1001
847,My child feels left out because of language barriers.,Negative,2025-04-27,1003
848,The school grounds are clean and well-kept.,Positive,2025-03-05,1004
849,There is a lack of communication between teachers and parents.,Negative,2025-05-29,1001
850,The parent-teacher meetings are too short and rushed.,Negative,2025-06-25,1003
851,The school’s holiday events are fun for the whole family.,Positive,2025-01-16,1001
852,The school celebrates student achievements regularly.,Positive,2025-02-17,1005
853,The school nurse is attentive and caring.,Positive,2025-05-08,1002
854,There is a lack of diversity in the teaching staff.,Negative,2025-01-26,1003
855,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-06-20,1003
856,Teachers encourage students to ask questions and be curious.,Positive,2025-03-12,1005
857,The art and music programs are outstanding.,Positive,2025-01-02,1002
858,The school nurse is attentive and caring.,Positive,2025-05-01,1005
859,There is a lack of communication between teachers and parents.,Negative,2025-04-07,1001
860,I appreciate the school’s focus on mental health and well-being.,Positive,2025-01-13,1001
861,The school nurse is attentive and caring.,Positive,2025-03-02,1005
862,My child feels anxious about going to school due to peer pressure.,Negative,2025-01-10,1004
863,The sports facilities are excellent.,Positive,2025-04-20,1003
864,Teachers encourage students to ask questions and be curious.,Positive,2025-06-22,1002
865,The school does not provide enough support for students who are struggling academically.,Negative,2025-03-22,1004
866,Teachers encourage students to ask questions and be curious.,Positive,2025-04-27,1001
867,The sports facilities are not well maintained.,Negative,2025-04-01,1003
868,The after-school programs are excellent and very engaging.,Positive,2025-03-22,1002
869,The school website is difficult to navigate and find information.,Negative,2025-05-18,1002
870,The sports facilities are not well maintained.,Negative,2025-03-04,1003
871,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-02-05,1001
872,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-02-17,1005
873,There is a lack of diversity in the teaching staff.,Negative,2025-04-09,1002
874,The school does not address bullying issues effectively.,Negative,2025-04-13,1005
875,The annual school play was a wonderful experience for my child.,Positive,2025-02-07,1001
876,The annual school play was a wonderful experience for my child.,Positive,2025-01-23,1001
877,The science labs are well-equipped and my child loves experiments.,Positive,2025-06-02,1004
878,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-01-30,1003
879,The teachers are very supportive and my child loves going to school.,Positive,2025-06-10,1003
880,The school website is difficult to navigate and find information.,Negative,2025-02-27,1004
881,My child feels safe and enjoys the extracurricular activities.,Positive,2025-06-24,1002
882,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-03-19,1003
883,The school does not offer enough field trips or outdoor activities.,Negative,2025-03-26,1005
884,The school’s holiday events are fun for the whole family.,Positive,2025-01-14,1002
885,The school does not offer enough field trips or outdoor activities.,Negative,2025-03-07,1002
886,My child struggles with the math curriculum and needs more support.,Negative,2025-01-08,1003
887,I feel that parent involvement is not encouraged enough.,Negative,2025-06-13,1001
888,There is too much emphasis on standardized testing.,Negative,2025-02-06,1003
889,The homework load is overwhelming for my child.,Negative,2025-03-10,1001
890,Teachers respond quickly to my concerns and emails.,Positive,2025-03-08,1003
891,The cafeteria food quality needs improvement.,Negative,2025-05-03,1003
892,The administration is slow to respond to parent concerns.,Negative,2025-04-21,1002
893,My child’s reading skills have improved a lot this year.,Positive,2025-05-12,1004
894,The cafeteria food quality needs improvement.,Negative,2025-02-13,1003
895,The sports facilities are not well maintained.,Negative,2025-04-29,1003
896,My child feels safe and enjoys the extracurricular activities.,Positive,2025-05-09,1004
897,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-04-01,1004
898,I feel that parent involvement is not encouraged enough.,Negative,2025-04-24,1004
899,The playground equipment needs to be repaired.,Negative,2025-06-15,1002
900,I appreciate the school’s focus on mental health and well-being.,Positive,2025-03-16,1001
901,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-03-05,1004
902,The school encourages creativity and independent thinking.,Positive,2025-03-29,1005
903,I appreciate the regular updates on my child’s progress.,Positive,2025-03-03,1001
904,The parent-teacher meetings are too short and rushed.,Negative,2025-02-17,1002
905,The school grounds are clean and well-kept.,Positive,2025-06-30,1005
906,The school does not provide enough support for students who are struggling academically.,Negative,2025-01-15,1001
907,The school encourages creativity and independent thinking.,Positive,2025-05-03,1003
908,I am dissatisfied with the way discipline issues are handled.,Negative,2025-05-07,1002
909,The administration is slow to respond to parent concerns.,Negative,2025-01-07,1003
910,The school does not offer enough field trips or outdoor activities.,Negative,2025-03-11,1002
911,I appreciate the regular updates on my child’s progress.,Positive,2025-04-15,1004
912,Teachers respond quickly to my concerns and emails.,Positive,2025-04-09,1001
913,The annual school play was a wonderful experience for my child.,Positive,2025-06-02,1002
914,The school grounds are clean and well-kept.,Positive,2025-06-27,1001
915,The art and music programs are outstanding.,Positive,2025-01-14,1001
916,The school’s open house was informative and well-organized.,Positive,2025-02-17,1003
917,The art and music programs are outstanding.,Positive,2025-06-01,1004
918,The sports facilities are excellent.,Positive,2025-04-07,1002
919,There is too much emphasis on standardized testing.,Negative,2025-01-11,1005
920,The staff is always friendly and helpful.,Positive,2025-02-21,1005
921,The principal is approachable and listens to parents’ concerns.,Positive,2025-01-19,1004
922,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-06-12,1004
923,The after-school programs are excellent and very engaging.,Positive,2025-05-28,1002
924,Teachers encourage students to ask questions and be curious.,Positive,2025-05-21,1002
925,The homework load is overwhelming for my child.,Negative,2025-01-31,1003
926,My child struggles with the math curriculum and needs more support.,Negative,2025-03-03,1005
927,There is a lack of communication between teachers and parents.,Negative,2025-01-03,1005
928,The teachers are very supportive and my child loves going to school.,Positive,2025-05-16,1001
929,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-05-25,1004
930,The sports facilities are not well maintained.,Negative,2025-05-01,1001
931,I appreciate the regular updates on my child’s progress.,Positive,2025-02-06,1001
932,The playground equipment needs to be repaired.,Negative,2025-01-23,1001
933,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-01-02,1001
934,The staff is always friendly and helpful.,Positive,2025-06-28,1001
935,The parent-teacher meetings are too short and rushed.,Negative,2025-01-04,1002
936,The cafeteria food quality needs improvement.,Negative,2025-05-13,1005
937,My child has made many friends and enjoys group activities.,Positive,2025-02-12,1001
938,The sports facilities are not well maintained.,Negative,2025-01-13,1001
939,My child feels anxious about going to school due to peer pressure.,Negative,2025-02-13,1004
940,The school library has a great selection of books.,Positive,2025-03-21,1001
941,The principal is approachable and listens to parents’ concerns.,Positive,2025-05-15,1004
942,The sports facilities are excellent.,Positive,2025-03-14,1005
943,The after-school programs are excellent and very engaging.,Positive,2025-03-02,1002
944,My child feels anxious about going to school due to peer pressure.,Negative,2025-02-28,1002
945,The school’s open house was informative and well-organized.,Positive,2025-04-01,1002
946,The sports facilities are excellent.,Positive,2025-05-01,1004
947,My child feels anxious about going to school due to peer pressure.,Negative,2025-03-30,1002
948,The administration is slow to respond to parent concerns.,Negative,2025-02-19,1001
949,The sports facilities are excellent.,Positive,2025-02-03,1005
950,I feel that parent involvement is not encouraged enough.,Negative,2025-01-04,1005
951,The teachers make learning fun and interactive.,Positive,2025-04-09,1004
952,The school does not provide enough support for students who are struggling academically.,Negative,2025-03-27,1001
953,The school does not address bullying issues effectively.,Negative,2025-01-03,1003
954,The parent-teacher meetings are too short and rushed.,Negative,2025-01-18,1003
955,The science labs are well-equipped and my child loves experiments.,Positive,2025-06-02,1001
956,The after-school programs are excellent and very engaging.,Positive,2025-04-11,1001
957,My child feels safe and enjoys the extracurricular activities.,Positive,2025-04-27,1001
958,The teachers are very supportive and my child loves going to school.,Positive,2025-01-07,1001
959,The principal is approachable and listens to parents’ concerns.,Positive,2025-01-27,1001
960,The principal is approachable and listens to parents’ concerns.,Positive,2025-06-15,1001
961,The principal is approachable and listens to parents’ concerns.,Positive,2025-02-16,1002
962,The staff is always friendly and helpful.,Positive,2025-03-08,1003
963,My child has made many friends and enjoys group activities.,Positive,2025-02-08,1002
964,There are not enough resources for special needs students.,Negative,2025-04-01,1001
965,The school does not provide enough support for students who are struggling academically.,Negative,2025-01-24,1002
966,I am dissatisfied with the way discipline issues are handled.,Negative,2025-04-22,1003
967,Communication about school events is poor and confusing.,Negative,2025-04-26,1001
968,The after-school programs are excellent and very engaging.,Positive,2025-02-05,1003
969,The school nurse is attentive and caring.,Positive,2025-02-15,1004
970,Teachers encourage students to ask questions and be curious.,Positive,2025-05-12,1004
971,The school does not offer enough field trips or outdoor activities.,Negative,2025-04-14,1003
972,The school celebrates student achievements regularly.,Positive,2025-03-20,1005
973,The administration is slow to respond to parent concerns.,Negative,2025-01-14,1005
974,The sports facilities are excellent.,Positive,2025-03-31,1004
975,The school encourages creativity and independent thinking.,Positive,2025-03-03,1001
976,My child feels anxious about going to school due to peer pressure.,Negative,2025-03-22,1002
977,The staff is always friendly and helpful.,Positive,2025-01-14,1003
978,The teachers make learning fun and interactive.,Positive,2025-02-03,1005
979,The playground equipment needs to be repaired.,Negative,2025-05-12,1003
980,The science labs are well-equipped and my child loves experiments.,Positive,2025-03-10,1004
981,The homework load is overwhelming for my child.,Negative,2025-04-02,1004
982,The school bus is often late and unreliable.,Negative,2025-01-12,1002
983,My child feels safe and enjoys the extracurricular activities.,Positive,2025-05-27,1004
984,I appreciate the school’s focus on mental health and well-being.,Positive,2025-02-10,1002
985,There is too much emphasis on standardized testing.,Negative,2025-02-11,1003
986,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-05-07,1004
987,My child feels safe and enjoys the extracurricular activities.,Positive,2025-04-02,1001
988,The school grounds are clean and well-kept.,Positive,2025-01-04,1005
989,The school does not provide enough support for students who are struggling academically.,Negative,2025-02-20,1003
990,The parent-teacher meetings are too short and rushed.,Negative,2025-03-24,1005
991,The school’s holiday events are fun for the whole family.,Positive,2025-06-10,1003
992,There is a lack of diversity in the teaching staff.,Negative,2025-06-28,1005
993,The teachers are very supportive and my child loves going to school.,Positive,2025-02-08,1001
994,My child feels safe and enjoys the extracurricular activities.,Positive,2025-02-11,1003
995,The after-school programs are excellent and very engaging.,Positive,2025-03-27,1003
996,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-03-22,1003
997,The after-school programs are excellent and very engaging.,Positive,2025-01-23,1004
998,My child’s classroom is too noisy and distracting.,Negative,2025-06-17,1003
999,The teachers are very supportive and my child loves going to school.,Positive,2025-04-20,1005
1000,My child’s classroom is too noisy and distracting.,Negative,2025-02-08,1005
1001,The playground equipment needs to be repaired.,Negative,2025-03-22,1001
1002,The school celebrates student achievements regularly.,Positive,2025-06-16,1004
1003,The homework load is overwhelming for my child.,Negative,2025-01-31,1003
1004,The administration is slow to respond to parent concerns.,Negative,2025-01-29,1005
1005,The school does not offer enough field trips or outdoor activities.,Negative,2025-01-21,1002
1006,Communication about school events is poor and confusing.,Negative,2025-01-05,1003
1007,The school’s holiday events are fun for the whole family.,Positive,2025-02-15,1001
1008,The playground equipment needs to be repaired.,Negative,2025-01-24,1001
1009,The administration is slow to respond to parent concerns.,Negative,2025-02-01,1001
1010,The teachers make learning fun and interactive.,Positive,2025-01-22,1002
1011,The parent-teacher meetings are too short and rushed.,Negative,2025-02-17,1004
1012,The school library has a great selection of books.,Positive,2025-05-26,1003
1013,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-03-15,1005
1014,My child feels anxious about going to school due to peer pressure.,Negative,2025-02-15,1002
1015,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-05-05,1005
1016,The school website is difficult to navigate and find information.,Negative,2025-01-15,1004
1017,The teachers make learning fun and interactive.,Positive,2025-01-29,1003
1018,The school’s holiday events are fun for the whole family.,Positive,2025-04-27,1005
1019,The school encourages creativity and independent thinking.,Positive,2025-04-27,1002
1020,There are not enough resources for special needs students.,Negative,2025-03-25,1004
1021,Teachers respond quickly to my concerns and emails.,Positive,2025-04-10,1004
1022,There is a lack of communication between teachers and parents.,Negative,2025-03-31,1001
1023,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-06-26,1005
1024,The school does not offer enough field trips or outdoor activities.,Negative,2025-06-01,1002
1025,The sports facilities are excellent.,Positive,2025-05-09,1004
1026,The school library has a great selection of books.,Positive,2025-06-01,1005
1027,Communication about school events is poor and confusing.,Negative,2025-01-18,1003
1028,My child feels anxious about going to school due to peer pressure.,Negative,2025-03-24,1002
1029,The sports facilities are excellent.,Positive,2025-03-21,1001
1030,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-04-12,1004
1031,The sports facilities are not well maintained.,Negative,2025-02-09,1004
1032,My child struggles with the math curriculum and needs more support.,Negative,2025-05-21,1005
1033,The school celebrates student achievements regularly.,Positive,2025-06-15,1005
1034,The art and music programs are outstanding.,Positive,2025-02-09,1003
1035,My child feels left out because of language barriers.,Negative,2025-04-23,1002
1036,The school library has a great selection of books.,Positive,2025-06-09,1002
1037,The parent-teacher meetings are too short and rushed.,Negative,2025-03-17,1001
1038,My child struggles with the math curriculum and needs more support.,Negative,2025-04-13,1004
1039,My child feels anxious about going to school due to peer pressure.,Negative,2025-05-19,1005
1040,The school does not provide enough support for students who are struggling academically.,Negative,2025-02-15,1001
1041,I appreciate the regular updates on my child’s progress.,Positive,2025-03-24,1003
1042,The sports facilities are excellent.,Positive,2025-02-18,1004
1043,My child feels safe and enjoys the extracurricular activities.,Positive,2025-04-26,1001
1044,The school encourages creativity and independent thinking.,Positive,2025-04-14,1003
1045,Communication about school events is poor and confusing.,Negative,2025-03-03,1003
1046,The sports facilities are excellent.,Positive,2025-01-08,1002
1047,The school does not offer enough field trips or outdoor activities.,Negative,2025-06-23,1004
1048,The art and music programs are outstanding.,Positive,2025-06-08,1002
1049,The school does not address bullying issues effectively.,Negative,2025-03-13,1004
1050,My child feels safe and enjoys the extracurricular activities.,Positive,2025-03-30,1004
1051,The administration is slow to respond to parent concerns.,Negative,2025-01-25,1003
1052,The school celebrates student achievements regularly.,Positive,2025-06-24,1005
1053,The school bus is often late and unreliable.,Negative,2025-03-08,1001
1054,The school nurse is attentive and caring.,Positive,2025-06-02,1004
1055,My child has made many friends and enjoys group activities.,Positive,2025-05-03,1005
1056,My child feels anxious about going to school due to peer pressure.,Negative,2025-06-27,1005
1057,My child feels anxious about going to school due to peer pressure.,Negative,2025-04-19,1001
1058,I appreciate the school’s focus on mental health and well-being.,Positive,2025-02-16,1001
1059,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-02-05,1004
1060,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-03-04,1001
1061,The sports facilities are excellent.,Positive,2025-02-06,1001
1062,The school website is difficult to navigate and find information.,Negative,2025-01-13,1001
1063,My child’s classroom is too noisy and distracting.,Negative,2025-03-24,1003
1064,The school’s holiday events are fun for the whole family.,Positive,2025-04-03,1003
1065,The after-school programs are excellent and very engaging.,Positive,2025-06-21,1002
1066,The administration is slow to respond to parent concerns.,Negative,2025-04-19,1005
1067,The school library has a great selection of books.,Positive,2025-05-24,1002
1068,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-06-04,1004
1069,My child feels safe and enjoys the extracurricular activities.,Positive,2025-06-25,1002
1070,The after-school programs are excellent and very engaging.,Positive,2025-03-28,1001
1071,The parent-teacher meetings are too short and rushed.,Negative,2025-01-06,1002
1072,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-04-23,1005
1073,My child feels safe and enjoys the extracurricular activities.,Positive,2025-05-12,1005
1074,My child has made many friends and enjoys group activities.,Positive,2025-05-11,1002
1075,The teachers make learning fun and interactive.,Positive,2025-03-29,1003
1076,My child has made many friends and enjoys group activities.,Positive,2025-05-21,1002
1077,My child struggles with the math curriculum and needs more support.,Negative,2025-04-14,1003
1078,The playground equipment needs to be repaired.,Negative,2025-01-17,1004
1079,Teachers encourage students to ask questions and be curious.,Positive,2025-01-13,1002
1080,The homework load is overwhelming for my child.,Negative,2025-06-03,1004
1081,The school’s open house was informative and well-organized.,Positive,2025-01-29,1003
1082,The school’s open house was informative and well-organized.,Positive,2025-03-29,1003
1083,The cafeteria food quality needs improvement.,Negative,2025-06-28,1002
1084,The staff is always friendly and helpful.,Positive,2025-04-13,1004
1085,The school’s open house was informative and well-organized.,Positive,2025-04-19,1003
1086,There is too much emphasis on standardized testing.,Negative,2025-06-08,1004
1087,I feel that parent involvement is not encouraged enough.,Negative,2025-01-31,1002
1088,The school celebrates student achievements regularly.,Positive,2025-05-25,1002
1089,There is a lack of communication between teachers and parents.,Negative,2025-03-24,1002
1090,The staff is always friendly and helpful.,Positive,2025-03-30,1005
1091,The school does not offer enough field trips or outdoor activities.,Negative,2025-05-08,1005
1092,The sports facilities are excellent.,Positive,2025-02-26,1001
1093,I appreciate the regular updates on my child’s progress.,Positive,2025-04-17,1005
1094,The teachers are very supportive and my child loves going to school.,Positive,2025-05-17,1002
1095,The administration is slow to respond to parent concerns.,Negative,2025-02-10,1004
1096,The school’s open house was informative and well-organized.,Positive,2025-01-18,1002
1097,The school environment is welcoming and inclusive.,Positive,2025-02-21,1005
1098,The school’s open house was informative and well-organized.,Positive,2025-04-19,1002
1099,The principal is approachable and listens to parents’ concerns.,Positive,2025-03-26,1001
1100,The sports facilities are excellent.,Positive,2025-05-20,1005
1101,The administration is slow to respond to parent concerns.,Negative,2025-05-27,1005
1102,The school does not provide enough support for students who are struggling academically.,Negative,2025-01-12,1004
1103,I am dissatisfied with the way discipline issues are handled.,Negative,2025-02-02,1001
1104,There are not enough resources for special needs students.,Negative,2025-01-07,1004
1105,The after-school programs are excellent and very engaging.,Positive,2025-05-28,1002
1106,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-03-21,1003
1107,I appreciate the school’s focus on mental health and well-being.,Positive,2025-01-13,1004
1108,Teachers encourage students to ask questions and be curious.,Positive,2025-05-21,1003
1109,The school’s open house was informative and well-organized.,Positive,2025-03-26,1003
1110,The parent-teacher meetings are too short and rushed.,Negative,2025-01-31,1002
1111,The school celebrates student achievements regularly.,Positive,2025-03-21,1002
1112,The school does not address bullying issues effectively.,Negative,2025-03-12,1002
1113,The teachers are very supportive and my child loves going to school.,Positive,2025-06-12,1003
1114,The sports facilities are excellent.,Positive,2025-06-18,1005
1115,There is a lack of communication between teachers and parents.,Negative,2025-03-20,1005
1116,My child feels safe and enjoys the extracurricular activities.,Positive,2025-04-29,1002
1117,The annual school play was a wonderful experience for my child.,Positive,2025-01-02,1003
1118,I appreciate the school’s focus on mental health and well-being.,Positive,2025-05-14,1001
1119,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-02-19,1004
1120,I am dissatisfied with the way discipline issues are handled.,Negative,2025-06-16,1004
1121,The school encourages creativity and independent thinking.,Positive,2025-01-19,1002
1122,The playground equipment needs to be repaired.,Negative,2025-01-27,1003
1123,The parent-teacher meetings are too short and rushed.,Negative,2025-05-21,1001
1124,The school encourages creativity and independent thinking.,Positive,2025-06-07,1004
1125,My child’s reading skills have improved a lot this year.,Positive,2025-03-05,1001
1126,The parent-teacher meetings are too short and rushed.,Negative,2025-04-17,1005
1127,The school grounds are clean and well-kept.,Positive,2025-05-05,1003
1128,My child struggles with the math curriculum and needs more support.,Negative,2025-05-22,1004
1129,The school does not address bullying issues effectively.,Negative,2025-03-22,1003
1130,There is too much emphasis on standardized testing.,Negative,2025-01-30,1003
1131,My child’s reading skills have improved a lot this year.,Positive,2025-03-06,1002
1132,I am dissatisfied with the way discipline issues are handled.,Negative,2025-01-05,1002
1133,Teachers encourage students to ask questions and be curious.,Positive,2025-02-11,1002
1134,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-04-05,1005
1135,My child’s classroom is too noisy and distracting.,Negative,2025-02-24,1005
1136,The sports facilities are not well maintained.,Negative,2025-02-21,1001
1137,The staff is always friendly and helpful.,Positive,2025-01-12,1003
1138,The playground equipment needs to be repaired.,Negative,2025-01-01,1003
1139,My child feels left out because of language barriers.,Negative,2025-04-22,1005
1140,The school environment is welcoming and inclusive.,Positive,2025-03-17,1005
1141,The school website is difficult to navigate and find information.,Negative,2025-03-31,1002
1142,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-02-05,1005
1143,The administration is slow to respond to parent concerns.,Negative,2025-04-03,1001
1144,Teachers respond quickly to my concerns and emails.,Positive,2025-05-10,1002
1145,The annual school play was a wonderful experience for my child.,Positive,2025-01-08,1005
1146,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-02-08,1005
1147,I feel that parent involvement is not encouraged enough.,Negative,2025-04-09,1002
1148,The school environment is welcoming and inclusive.,Positive,2025-04-14,1001
1149,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-03-30,1004
1150,The school does not provide enough support for students who are struggling academically.,Negative,2025-02-19,1002
1151,The sports facilities are not well maintained.,Negative,2025-05-18,1003
1152,The school’s open house was informative and well-organized.,Positive,2025-03-02,1002
1153,There is too much emphasis on standardized testing.,Negative,2025-04-16,1005
1154,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-03-18,1003
1155,The administration is slow to respond to parent concerns.,Negative,2025-06-16,1004
1156,The school grounds are clean and well-kept.,Positive,2025-05-22,1005
1157,The school bus is often late and unreliable.,Negative,2025-06-20,1004
1158,The teachers are very supportive and my child loves going to school.,Positive,2025-04-03,1002
1159,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-01-07,1001
1160,The principal is approachable and listens to parents’ concerns.,Positive,2025-02-12,1001
1161,My child struggles with the math curriculum and needs more support.,Negative,2025-06-04,1004
1162,The school nurse is attentive and caring.,Positive,2025-02-06,1002
1163,The administration is slow to respond to parent concerns.,Negative,2025-02-06,1003
1164,I appreciate the regular updates on my child’s progress.,Positive,2025-03-05,1005
1165,Teachers encourage students to ask questions and be curious.,Positive,2025-04-18,1004
1166,Teachers encourage students to ask questions and be curious.,Positive,2025-01-16,1001
1167,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-05-05,1002
1168,The school celebrates student achievements regularly.,Positive,2025-05-15,1003
1169,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-06-29,1001
1170,The school library has a great selection of books.,Positive,2025-03-27,1002
1171,There is a lack of diversity in the teaching staff.,Negative,2025-04-12,1002
1172,The school celebrates student achievements regularly.,Positive,2025-04-06,1001
1173,The school grounds are clean and well-kept.,Positive,2025-04-12,1003
1174,Teachers respond quickly to my concerns and emails.,Positive,2025-06-27,1001
1175,The playground equipment needs to be repaired.,Negative,2025-06-27,1004
1176,Communication about school events is poor and confusing.,Negative,2025-06-26,1005
1177,The annual school play was a wonderful experience for my child.,Positive,2025-04-08,1003
1178,My child feels safe and enjoys the extracurricular activities.,Positive,2025-05-15,1004
1179,I am dissatisfied with the way discipline issues are handled.,Negative,2025-05-02,1003
1180,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-05-03,1002
1181,The homework load is overwhelming for my child.,Negative,2025-04-12,1001
1182,The homework load is overwhelming for my child.,Negative,2025-05-09,1002
1183,There is a lack of diversity in the teaching staff.,Negative,2025-05-31,1005
1184,There is too much emphasis on standardized testing.,Negative,2025-04-02,1003
1185,There is too much emphasis on standardized testing.,Negative,2025-03-17,1003
1186,The school does not provide enough support for students who are struggling academically.,Negative,2025-03-16,1005
1187,The administration is slow to respond to parent concerns.,Negative,2025-04-27,1004
1188,My child feels left out because of language barriers.,Negative,2025-04-13,1001
1189,The school does not address bullying issues effectively.,Negative,2025-03-28,1004
